deidentified_id_code,gender,gender_other,term,age,r_mem_s_4_text,r_mem_s_13_valence,race_primary,birth_country,ethnic_identify,ethnic_other,,,
3688,Man,[Decline to Answer],F19,19,"I was unnecessarily rude to my best friend. I was not in a good mood and I got mad at him, and I feel bad for doing so. Its more embarrassing than anything.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3690,Woman,[Decline to Answer],F19,22,I would remember events that had happened a couple years back when I'm discussing topics with friends. the topic and the recurring event are never related.,-1,Other not listed above,Other Asian country,Other not listed,Hazara,,,
3693,Woman,[Decline to Answer],F19,20,"I remember some details about that event. I remember feeling very stressed about the event. Whenever I think about it, I get upset.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3695,Woman,[Decline to Answer],F19,20,A funeral I attended that was really sad.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3697,Man,[Decline to Answer],F19,19,This was a memory which happened about 1.5 years ago. This was when someone close to me betrayed my trust. It took me a long time to forgive this person.,-1,Black/African,Canada,Other not listed,Caribbean/Canadian,,,
3700,Woman,[Decline to Answer],F19,20,Various arguments with loved ones,-1,White/Caucasian,Canada,Serbian,[Decline to Answer],,,
3701,Woman,[Decline to Answer],F19,19,"my previous romantic relationship regarding my behaviour and what I can improve
memories with a particular friend",-1,"South Asian (e.g. Pakistani, Indian)",India,Canadian,[Decline to Answer],,,
3702,Man,[Decline to Answer],F19,20,Doing something embarrassing when I was younger and just wondering why i was like that. Also how I wouldn't do the same action again in present day.,-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,[Decline to Answer],[Decline to Answer],,,
3703,Woman,[Decline to Answer],F19,20,"Asked an awkward question in front of the whole school during a school event. Though no one else thought it was a weird question and nobody talked about it, memory of asking that question often enter my memory and I feel embarrassed by it every time.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Cantonese,[Decline to Answer],,,
3706,Woman,[Decline to Answer],F19,22,"Recollection of a particular tender conversation in bed with an ex-lover with which I had painfully parted with. Lying in bed, we are sharing with the other how dearly and highly we think of each other, that the other person is 'special' to us.",-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Canadian,[Decline to Answer],,,
3710,Woman,female,F19,20,"my last relationship ...it ended ugly and i feel guilty bc i felt i was too pushy and trying to get too ahead...we got lost in our chemistry and didnt spend enough time getting to know each other...also he just blocked me and found someone else...i feel mad and sad...bc i really did want this...
...this event repeats a lot n every time it just depresses me more",-1,Mixed,Bangladesh,Canadian,Canadian,,,
3712,Man,n/a,F19,22,The recollection was from my first year of University. It involved people I had met through classes. The memory involved how I acted during that time.,-1,White/Caucasian,Canada,Russian,n/a,,,
3715,Woman,woman,F19,33,thinking about previous situation of emotion distress which happened approx 3 years ago- but around this time of year.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3716,Man,[Decline to Answer],F19,21,usually embarrassing memories,-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
3717,Woman,[Decline to Answer],F19,20,I just get dreams where I see my grandmother,-1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
3722,Woman,[Decline to Answer],F19,19,"The night when I had to pick ""not interested"" on the only job interview I got throughout the recruiting term",-1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
3725,Woman,[Decline to Answer],F19,18,"I found myself recollecting about my grandmother’s death recently. The event was distressing and led to difficulty in sleeping, or dreaming about the incident.",-1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
3729,Man,[Decline to Answer],F19,18,"On occasion, I'll remember a memory that is usually out of context of my current setting. I would say this is most likely to happen before sleep, when my mind is running freely. A memory would come back of a place or event that I have experienced in the past.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3732,Woman,-,F19,17,"I went on a trip to Rome with my family. The first night, I was window shopping with my two parents. My mom took very long to decide what to buy and it was a bit frustrating to me. For that reason, I told her several times to hurry up. She suddenly started shouting to me and complaining about other problems she has with my dad.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",Peru,Cantonese,-,,,
3733,Woman,[Decline to Answer],F19,18,Just an embarrassing experience or stressful situation I experienced when I was younger.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3736,I prefer to self define (please specify below),gender is fluid but im mostly woman or nb,F19,18,"Was sitting with someone I've known for two days. Said something REAL' dumb in front of them. We both laughed it off, but I felt embarrassed",-1,Mixed,Canada,Canadian,[Decline to Answer],,,
3737,Woman,na,F19,17,an argument that happened between my boyfriend and i that changed everything. the words that were exchanged between us both. the overwhelming emotions I felt.,-1,Other not listed above,Canada,Italian,[Decline to Answer],,,
3738,Woman,[Decline to Answer],F19,18,An argument that happened between me and someone important to me. The argument did not end well and it was a horrible experience and memory for the both of us. We stopped talking because of this argument.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3740,Man,[Decline to Answer],F19,17,Heartbreak,-1,"South Asian (e.g. Pakistani, Indian)",India,Canadian,[Decline to Answer],,,
3741,Woman,[Decline to Answer],F19,18,embarrassing memories from high school,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3742,Woman,[Decline to Answer],F19,17,A relative was fighting for their life. Everyone including myself was in tears as we almost witnessed their death. I remember all the thoughts that were going through my head when it happened that day.,-1,Black/African,Canada,Black/African-Canadian,[Decline to Answer],,,
3747,Woman,NO,F19,17,THERE WERE MANY MEMORIES THST HAVE BEEN RECURRENTLY COMING INTO MY MIND MOSTLY IN THE MORNING TIMES OR IN THE NIGHT TIMES OR SOMETIMES WHEN I AM ACTUALLY FREE DOING NOTHING. THE MOST VIVID MEMORY I RECALL IS WHEN I WAS A CHILD AND THE TIMES I HAVE SPEND WITH MY BROTHER.I HAD NO CLOSE FRIENDS IN MY SCHOOL OR LOCALITY SO I END UP SPENDING MOST OF MY TIME DOING THINGS WITH MY BROTHER.,-1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),NO,,,
3748,Woman,[Decline to Answer],F19,18,The memory is from a party in high school. It was an embarrassing day for me because I felt out of place. When I think of it I don't want to associate that person with who I really am.,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3750,Woman,n/a,F19,17,"In my memory, my friends and I were were with this guy that one of my friends really disliked. We were having fun talking when I suddenly asked my friend why she disliked this guy so much in a very obnoxious way in front of him. She and the guy were very embarrassed and I felt bad.",-1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,South Korean,n/a,,,
3751,Woman,[Decline to Answer],F19,19,The time my best friend betrayed me. Memories of how it happened and what happened always come back,-1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Indonesian,[Decline to Answer],,,
3756,Woman,[Decline to Answer],F19,19,"It makes me feel bad.
I feel nostalgic.
I wish I had not been so selfish.",-1,Other not listed above,Other Australasian / Oceanian country,Other not listed,Mauritian,,,
3758,Woman,[Decline to Answer],F19,17,"When i was little, i was going down a hill very fast and fell off my bike. I had to be taken to the hospital where i was given stitches. i remember not going to school for a whole week.",-1,"South Asian (e.g. Pakistani, Indian)",Sri Lanka,Sri Lankan,[Decline to Answer],,,
3760,Woman,[Decline to Answer],F19,18,"I was a leader at a scout camp along with a few others that were a year younger than me, and I have known for a while. Throughout the two week camp they would act sometimes cold towards me, would exclude me, make it seem that they did not like me or that I was incapable of accomplishing a certain task. A certain memory that comes to mind is one of them saying something in particular and looking at me a certain way that made me feel frustrated and uncomfortable.",-1,White/Caucasian,Canada,Polish,[Decline to Answer],,,
3761,Woman,[Decline to Answer],F19,17,i was waiting in the hall to enter my seventh grade science class and i was really tired for some reason. i kept nodding my head to my chest while waiting for the teacher to unlock the door. i was towards the back of the line waiting and trying to not be the center of attention of my classmates,-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3762,Woman,[Decline to Answer],F19,17,"They are almost always embarrassing moments from my childhood (the latest being middle school). One of them was when me and my cousins were making jokes, some were directed at my uncle, and then my aunt mentioned that he was in the other room, so he could probably hear all of the things we were saying.",-1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
3763,Woman,[Decline to Answer],F19,18,"I am sitting with m y friends and one of them says something. Suddenly I remember a humorous situation that happened with the same group of people or the same setting. I get a quick flash of the summary of what happened in the memory, such as the events and the emotions I had when I was experiencing the event in my memory.",-1,White/Caucasian,USA,American,[Decline to Answer],,,
